altitud,dir,fecha,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,indicativo,nombre,prec,presMax,presMin,provincia,racha,sol,tmax,tmed,tmin,velmedia
52.0,33.0,2012-08-05,24,02,03:20,15:00,07:50,1111X,SANTANDER,7.0,1010.1,1005.5,CANTABRIA,9.4,0.4,19.9,17.6,15.3,3.9
52.0,99.0,2012-08-06,23,00,Varias,11:00,Varias,1111X,SANTANDER,0.0,1016.2,1009.9,CANTABRIA,7.5,9.3,20.8,18.4,16.1,2.5
52.0,7.0,2012-08-07,00,17,Varias,12:30,04:50,1111X,SANTANDER,0.0,1016.1,1013.1,CANTABRIA,12.5,13.3,23.8,19.6,15.3,6.1
52.0,8.0,2012-08-08,00,16,14:10,12:00,05:30,1111X,SANTANDER,0.0,1013.4,1009.4,CANTABRIA,8.9,13.1,26.1,22.2,18.2,3.6
52.0,28.0,2012-08-09,20,04,12:10,14:10,06:00,1111X,SANTANDER,0.2,1013.0,1009.8,CANTABRIA,6.1,7.8,22.5,20.8,19.2,2.5
52.0,26.0,2012-08-10,21,12,18:40,12:00,04:40,1111X,SANTANDER,0.0,1013.3,1009.7,CANTABRIA,10.3,4.3,25.2,22.0,18.8,3.3
52.0,28.0,2012-08-11,21,Varias,02:50,11:20,05:30,1111X,SANTANDER,0.0,1013.2,1011.6,CANTABRIA,9.2,11.3,22.9,20.9,18.9,3.3
52.0,35.0,2012-08-12,00,24,09:00,13:00,23:50,1111X,SANTANDER,0.0,1011.7,1008.9,CANTABRIA,7.5,8.3,23.0,21.3,19.6,2.5
52.0,8.0,2012-08-13,00,24,18:30,15:20,05:10,1111X,SANTANDER,0.0,1009.0,1003.1,CANTABRIA,8.6,12.0,24.6,21.4,18.1,3.9
52.0,8.0,2012-08-14,Varias,24,17:10,12:40,01:50,1111X,SANTANDER,3.2,1004.1,996.1,CANTABRIA,9.2,11.4,25.2,22.0,18.7,4.7
52.0,31.0,2012-08-15,Varias,02,04:30,02:00,23:40,1111X,SANTANDER,0.2,1009.9,994.9,CANTABRIA,18.1,9.0,27.6,23.4,19.1,6.7
52.0,8.0,2012-08-16,00,24,Varias,14:40,05:10,1111X,SANTANDER,0.0,1009.8,1006.1,CANTABRIA,9.4,12.7,26.8,22.0,17.1,3.3
52.0,28.0,2012-08-17,22,05,11:20,14:40,Varias,1111X,SANTANDER,0.0,1007.3,1004.9,CANTABRIA,7.2,13.4,24.7,22.0,19.4,2.5
52.0,28.0,2012-08-18,23,01,10:40,Varias,03:40,1111X,SANTANDER,0.0,1009.7,1006.4,CANTABRIA,7.2,10.5,23.6,21.8,20.1,3.1
52.0,99.0,2012-08-19,21,03,Varias,13:10,05:20,1111X,SANTANDER,0.0,1014.1,1008.1,CANTABRIA,5.8,10.3,23.8,21.6,19.4,2.2
52.0,4.0,2012-08-20,09,01,12:30,12:30,02:10,1111X,SANTANDER,0.0,1015.3,1013.4,CANTABRIA,6.1,3.9,24.5,21.8,19.2,3.1
52.0,34.0,2012-08-21,21,Varias,13:50,14:50,05:20,1111X,SANTANDER,0.0,1015.5,1011.9,CANTABRIA,5.3,6.8,23.5,21.5,19.5,1.9
52.0,8.0,2012-08-22,00,24,08:10,14:40,03:10,1111X,SANTANDER,0.0,1014.8,1011.4,CANTABRIA,12.5,0.0,22.9,21.0,19.1,6.1
52.0,6.0,2012-08-23,00,24,00:00,13:20,03:00,1111X,SANTANDER,0.2,1011.4,1005.8,CANTABRIA,6.4,2.5,22.5,20.5,18.5,1.9
52.0,31.0,2012-08-24,23,16,21:00,15:10,23:30,1111X,SANTANDER,1.0,1007.3,1002.7,CANTABRIA,10.6,7.0,25.9,22.4,18.8,2.2
52.0,30.0,2012-08-25,24,00,12:10,13:20,03:10,1111X,SANTANDER,0.0,1016.6,1007.2,CANTABRIA,13.6,5.2,21.4,19.4,17.5,6.9
52.0,8.0,2012-08-26,09,24,17:00,14:50,05:50,1111X,SANTANDER,0.0,1016.8,1012.2,CANTABRIA,13.3,12.7,23.5,20.0,16.6,6.1
52.0,26.0,2012-08-27,00,07,10:20,12:30,04:40,1111X,SANTANDER,0.0,1012.2,1007.4,CANTABRIA,11.4,9.1,22.6,19.2,15.9,3.9
52.0,99.0,2012-08-28,21,01,Varias,11:00,05:50,1111X,SANTANDER,1.4,1013.5,1009.9,CANTABRIA,6.4,6.6,23.9,20.6,17.3,2.8
52.0,36.0,2012-08-29,22,06,07:40,00:00,23:30,1111X,SANTANDER,8.0,1016.3,1011.7,CANTABRIA,9.2,0.1,20.1,18.7,17.3,2.8
52.0,34.0,2012-08-30,21,01,15:00,14:10,07:20,1111X,SANTANDER,2.4,1023.2,1015.7,CANTABRIA,11.1,5.7,20.8,18.2,15.6,5.3
52.0,1.0,2012-08-31,12,04,11:20,10:40,23:59,1111X,SANTANDER,0.0,1024.1,1022.8,CANTABRIA,9.7,11.0,19.9,18.0,16.0,5.0
52.0,1.0,2012-08-31,12,04,11:20,10:40,23:59,1111X,SANTANDER,0.0,1024.1,1022.8,CANTABRIA,9.7,11.0,19.9,18.0,16.0,5.0
52.0,5.0,2012-09-01,00,16,15:30,12:50,05:40,1111X,SANTANDER,0.0,1022.9,1020.2,CANTABRIA,8.6,11.3,20.9,17.8,14.6,4.4
52.0,1.0,2012-09-02,11,04,13:50,14:40,05:40,1111X,SANTANDER,0.0,1021.2,1019.5,CANTABRIA,6.7,9.5,21.3,17.8,14.3,3.6
52.0,2.0,2012-09-03,00,18,12:30,13:40,05:10,1111X,SANTANDER,0.0,1020.6,1017.5,CANTABRIA,7.8,7.7,21.1,19.2,17.2,3.3
52.0,5.0,2012-09-04,00,18,21:50,15:20,06:00,1111X,SANTANDER,0.2,1017.8,1014.5,CANTABRIA,7.2,5.5,21.1,19.2,17.3,3.3
52.0,32.0,2012-09-05,21,Varias,14:00,15:10,03:40,1111X,SANTANDER,0.0,1015.5,1013.6,CANTABRIA,4.7,8.3,22.6,20.4,18.1,2.8
52.0,99.0,2012-09-06,10,17,Varias,11:10,05:50,1111X,SANTANDER,0.0,1015.6,1013.7,CANTABRIA,10.3,11.8,25.3,21.2,17.1,5.0
52.0,6.0,2012-09-07,00,16,12:40,14:00,04:40,1111X,SANTANDER,0.0,1014.2,1012.3,CANTABRIA,6.4,12.1,24.7,21.0,17.4,3.3
52.0,26.0,2012-09-08,00,16,22:00,15:40,06:10,1111X,SANTANDER,0.0,1012.7,1010.2,CANTABRIA,6.9,11.8,23.3,21.2,19.0,2.2
52.0,99.0,2012-09-09,20,03,Varias,11:40,00:00,1111X,SANTANDER,2.0,1011.3,1009.4,CANTABRIA,5.3,1.8,21.9,20.6,19.2,2.8
52.0,7.0,2012-09-10,00,16,13:20,13:30,Varias,1111X,SANTANDER,0.0,1010.3,1007.5,CANTABRIA,9.7,8.6,25.1,21.8,18.6,4.4
52.0,33.0,2012-09-11,22,02,Varias,13:20,03:50,1111X,SANTANDER,4.2,1015.0,1009.7,CANTABRIA,8.6,6.1,23.0,21.0,19.0,3.1
52.0,32.0,2012-09-12,22,04,23:59,01:10,12:30,1111X,SANTANDER,3.2,1017.1,1013.6,CANTABRIA,13.9,0.0,19.6,18.2,16.7,3.9
52.0,30.0,2012-09-13,20,05,07:00,13:00,03:50,1111X,SANTANDER,0.0,1017.6,1014.7,CANTABRIA,15.3,6.6,20.3,18.4,16.5,6.7
52.0,99.0,2012-09-14,00,18,Varias,10:50,06:20,1111X,SANTANDER,0.0,1017.1,1014.1,CANTABRIA,6.7,11.3,21.1,18.4,15.6,3.3
52.0,9.0,2012-09-15,00,Varias,11:40,11:20,05:20,1111X,SANTANDER,0.0,1014.6,1008.4,CANTABRIA,13.1,12.0,22.6,18.2,13.7,6.7
52.0,4.0,2012-09-16,22,13,11:40,15:00,05:50,1111X,SANTANDER,0.0,1008.9,1006.3,CANTABRIA,6.4,10.1,23.0,19.2,15.4,2.8
52.0,5.0,2012-09-17,20,Varias,Varias,09:30,Varias,1111X,SANTANDER,0.0,1010.2,1007.7,CANTABRIA,8.1,6.6,21.5,18.9,16.3,3.9
52.0,34.0,2012-09-18,24,04,23:20,11:30,23:30,1111X,SANTANDER,11.8,1014.1,1009.0,CANTABRIA,11.1,4.5,20.4,18.2,16.1,2.8
52.0,6.0,2012-09-19,10,03,01:50,13:10,22:00,1111X,SANTANDER,0.2,1016.2,1013.8,CANTABRIA,12.8,6.2,21.3,17.8,14.3,6.1
52.0,99.0,2012-09-20,00,24,Varias,13:50,05:20,1111X,SANTANDER,0.6,1013.9,1004.9,CANTABRIA,11.7,11.4,22.1,17.9,13.7,5.3
52.0,26.0,2012-09-21,21,Varias,10:00,13:50,23:59,1111X,SANTANDER,0.0,1009.7,1004.3,CANTABRIA,11.4,10.4,22.0,20.0,18.0,4.2
52.0,9.0,2012-09-22,00,24,15:40,23:59,05:40,1111X,SANTANDER,0.0,1009.0,998.8,CANTABRIA,10.3,10.1,24.9,21.1,17.3,4.7
52.0,22.0,2012-09-23,00,19,14:10,12:00,23:59,1111X,SANTANDER,3.0,999.0,992.2,CANTABRIA,19.7,3.1,29.3,23.6,17.9,6.7
52.0,26.0,2012-09-24,10,00,01:20,11:20,22:40,1111X,SANTANDER,0.0,1006.6,998.1,CANTABRIA,25.0,8.7,21.5,18.7,15.9,5.0
52.0,32.0,2012-09-25,00,22,14:40,11:40,18:50,1111X,SANTANDER,8.4,998.5,993.8,CANTABRIA,17.2,0.7,18.6,15.8,13.0,4.7
52.0,30.0,2012-09-26,24,Varias,15:40,13:20,06:30,1111X,SANTANDER,1.0,1005.5,994.0,CANTABRIA,15.8,4.9,19.7,16.2,12.7,6.7
52.0,21.0,2012-09-27,21,01,02:40,10:30,23:30,1111X,SANTANDER,0.0,1011.6,1005.4,CANTABRIA,8.1,10.3,18.5,16.5,14.5,3.3
52.0,8.0,2012-09-28,23,16,15:50,11:50,02:10,1111X,SANTANDER,0.0,1011.1,1009.1,CANTABRIA,10.0,0.0,19.2,16.3,13.4,4.2
52.0,3.0,2012-09-29,22,03,04:20,11:00,14:10,1111X,SANTANDER,8.8,1016.7,1010.1,CANTABRIA,13.1,2.9,19.0,16.9,14.8,7.8
52.0,1.0,2012-09-30,01,24,00:20,14:40,23:30,1111X,SANTANDER,0.0,1016.5,1014.6,CANTABRIA,8.3,4.8,18.5,16.0,13.4,2.5
52.0,1.0,2012-09-30,01,24,00:20,14:40,23:30,1111X,SANTANDER,0.0,1016.5,1014.6,CANTABRIA,8.3,4.8,18.5,16.0,13.4,2.5
52.0,99.0,2012-10-01,Varias,Varias,Varias,13:30,05:40,1111X,SANTANDER,0.0,1015.7,1013.4,CANTABRIA,4.7,11.3,18.5,15.1,11.7,2.2
52.0,19.0,2012-10-02,00,16,05:20,10:10,05:20,1111X,SANTANDER,0.0,1015.4,1014.1,CANTABRIA,5.8,9.5,20.2,17.2,14.3,3.1
52.0,20.0,2012-10-03,00,24,01:10,13:00,23:30,1111X,SANTANDER,0.0,1014.2,1011.1,CANTABRIA,4.4,1.0,19.3,17.8,16.4,1.9
52.0,8.0,2012-10-04,Varias,16,15:30,13:50,06:40,1111X,SANTANDER,0.0,1011.7,1009.5,CANTABRIA,6.7,10.8,23.9,19.2,14.4,3.1
52.0,12.0,2012-10-05,00,Varias,17:40,12:40,06:20,1111X,SANTANDER,0.0,1009.7,1006.9,CANTABRIA,7.8,11.1,24.2,19.1,14.0,3.3
52.0,20.0,2012-10-06,Varias,05,04:40,04:40,06:00,1111X,SANTANDER,0.2,1012.1,1007.2,CANTABRIA,9.7,0.3,23.5,20.6,17.6,3.3
52.0,9.0,2012-10-07,10,24,18:30,13:00,23:40,1111X,SANTANDER,0.0,1014.9,1011.2,CANTABRIA,11.9,7.6,25.4,22.4,19.5,4.7
52.0,26.0,2012-10-08,21,04,11:50,10:30,03:50,1111X,SANTANDER,0.0,1013.0,1008.8,CANTABRIA,12.2,6.3,24.0,21.4,18.8,2.8
52.0,9.0,2012-10-09,00,16,14:00,10:40,06:20,1111X,SANTANDER,0.0,1012.3,1008.5,CANTABRIA,8.3,5.7,24.4,21.2,17.9,3.3
52.0,8.0,2012-10-10,00,24,14:10,12:40,05:30,1111X,SANTANDER,3.6,1010.0,1003.5,CANTABRIA,6.1,0.3,21.3,19.5,17.7,1.4
52.0,28.0,2012-10-11,24,06,20:50,13:10,23:59,1111X,SANTANDER,5.2,1009.4,1002.5,CANTABRIA,12.8,2.7,20.2,17.4,14.5,4.4
52.0,32.0,2012-10-12,10,00,02:10,13:00,09:40,1111X,SANTANDER,4.2,1014.0,1009.3,CANTABRIA,13.3,0.5,16.9,15.0,13.1,1.4
52.0,99.0,2012-10-13,00,24,Varias,12:20,06:40,1111X,SANTANDER,2.8,1011.2,1003.7,CANTABRIA,7.5,7.1,17.8,15.3,12.8,2.8
52.0,29.0,2012-10-14,24,07,09:50,08:40,20:10,1111X,SANTANDER,24.8,1004.2,997.4,CANTABRIA,19.7,0.2,17.1,14.5,11.9,7.8
52.0,33.0,2012-10-15,10,00,02:40,14:20,07:10,1111X,SANTANDER,4.6,1008.6,1004.2,CANTABRIA,10.8,5.7,17.2,14.2,11.3,3.6
52.0,99.0,2012-10-16,06,19,Varias,19:20,00:20,1111X,SANTANDER,0.4,1005.4,997.2,CANTABRIA,17.5,4.1,21.1,17.4,13.8,6.4
52.0,22.0,2012-10-17,09,13,15:20,14:40,23:30,1111X,SANTANDER,12.4,999.1,993.3,CANTABRIA,20.6,2.1,20.3,17.6,14.9,6.9
52.0,34.0,2012-10-18,22,04,00:50,00:00,19:50,1111X,SANTANDER,66.8,999.3,997.0,CANTABRIA,12.2,0.0,15.1,13.2,11.2,2.2
52.0,28.0,2012-10-19,21,01,06:10,14:40,07:40,1111X,SANTANDER,0.6,1006.6,997.7,CANTABRIA,11.9,1.6,15.1,12.8,10.6,2.8
52.0,17.0,2012-10-20,08,15,21:00,17:00,Varias,1111X,SANTANDER,2.2,1007.1,1005.6,CANTABRIA,6.1,0.7,15.7,13.8,11.8,1.7
52.0,99.0,2012-10-21,24,06,Varias,15:00,00:00,1111X,SANTANDER,0.0,1008.1,1005.2,CANTABRIA,7.2,0.2,17.4,15.3,13.2,2.8
52.0,8.0,2012-10-22,22,00,16:30,14:50,04:40,1111X,SANTANDER,0.0,1012.5,1008.1,CANTABRIA,8.9,9.9,19.4,16.5,13.6,3.3
52.0,8.0,2012-10-23,Varias,24,13:40,11:50,Varias,1111X,SANTANDER,0.0,1013.0,1007.8,CANTABRIA,12.2,9.7,20.2,17.2,14.1,6.1
52.0,18.0,2012-10-24,00,Varias,10:00,12:20,05:10,1111X,SANTANDER,3.2,1007.8,999.5,CANTABRIA,15.3,4.3,23.8,18.8,13.8,3.9
52.0,21.0,2012-10-25,00,24,03:10,14:00,00:20,1111X,SANTANDER,0.0,1001.3,994.1,CANTABRIA,11.1,9.4,24.0,19.6,15.3,3.6
52.0,35.0,2012-10-26,24,04,23:30,00:10,23:20,1111X,SANTANDER,7.8,994.9,992.6,CANTABRIA,11.4,0.2,18.7,17.1,15.5,5.8
52.0,2.0,2012-10-27,24,00,06:50,00:40,21:20,1111X,SANTANDER,3.0,1013.6,994.9,CANTABRIA,20.3,0.3,16.5,13.3,10.1,12.8
52.0,36.0,2012-10-28,11,24,03:20,14:20,23:40,1111X,SANTANDER,1.8,1015.4,1011.9,CANTABRIA,15.0,2.5,12.7,10.0,7.2,4.4
52.0,14.0,2012-10-29,00,24,02:20,13:40,02:00,1111X,SANTANDER,0.0,1011.9,1000.9,CANTABRIA,5.8,9.9,13.9,10.0,6.2,1.7
52.0,19.0,2012-10-30,00,24,03:10,12:40,08:00,1111X,SANTANDER,0.0,1000.9,994.1,CANTABRIA,6.7,8.8,16.6,12.5,8.4,3.3
52.0,19.0,2012-10-30,00,24,03:10,12:40,08:00,1111X,SANTANDER,0.0,1000.9,994.1,CANTABRIA,6.7,8.8,16.6,12.5,8.4,3.3
52.0,18.0,2012-10-31,00,24,23:59,13:00,Varias,1111X,SANTANDER,0.0,994.1,987.1,CANTABRIA,12.5,8.9,15.5,12.3,9.1,3.1
52.0,28.0,2012-11-01,Varias,04,11:10,06:50,21:20,1111X,SANTANDER,9.0,999.2,986.0,CANTABRIA,19.7,0.3,14.6,13.6,12.6,8.3
52.0,20.0,2012-11-02,12,08,10:00,11:00,03:20,1111X,SANTANDER,0.0,1000.0,998.4,CANTABRIA,10.8,9.5,19.1,15.4,11.7,2.2
52.0,19.0,2012-11-03,19,05,03:30,05:20,Varias,1111X,SANTANDER,5.0,1000.1,996.1,CANTABRIA,10.3,0.0,18.2,15.2,12.1,3.6
52.0,32.0,2012-11-04,24,04,08:20,10:30,23:00,1111X,SANTANDER,3.0,1002.9,997.2,CANTABRIA,13.6,0.0,13.6,12.0,10.3,4.2
52.0,28.0,2012-11-05,24,00,03:30,11:00,00:50,1111X,SANTANDER,3.4,1013.3,1002.9,CANTABRIA,20.0,8.6,15.6,12.9,10.2,7.8
52.0,28.0,2012-11-06,23,00,00:20,11:20,22:40,1111X,SANTANDER,0.4,1023.4,1013.3,CANTABRIA,14.4,5.3,14.1,11.6,9.0,5.3
52.0,9.0,2012-11-07,00,Varias,12:30,14:20,05:00,1111X,SANTANDER,0.0,1023.3,1012.1,CANTABRIA,15.8,7.5,13.0,10.0,6.9,7.8
52.0,27.0,2012-11-08,00,14,16:10,12:20,00:00,1111X,SANTANDER,0.0,1012.1,1006.8,CANTABRIA,10.8,3.3,18.1,14.6,11.0,2.2
52.0,27.0,2012-11-09,00,24,Varias,15:00,02:40,1111X,SANTANDER,0.0,1007.4,1002.1,CANTABRIA,8.1,1.2,15.9,14.3,12.7,3.9
52.0,30.0,2012-11-10,23,07,16:50,00:10,23:59,1111X,SANTANDER,19.6,1003.3,998.9,CANTABRIA,18.3,1.1,14.4,11.6,8.8,7.8
52.0,34.0,2012-11-11,24,01,07:40,17:30,03:50,1111X,SANTANDER,6.8,1017.7,1003.0,CANTABRIA,15.3,1.3,12.7,10.1,7.5,6.1
52.0,22.0,2012-11-12,11,01,04:20,13:40,23:59,1111X,SANTANDER,2.0,1021.9,1017.5,CANTABRIA,6.9,3.3,14.4,11.8,9.1,2.8
52.0,8.0,2012-11-13,00,24,16:10,13:00,05:50,1111X,SANTANDER,0.0,1021.0,1012.0,CANTABRIA,13.9,9.3,13.4,10.6,7.7,6.9
52.0,20.0,2012-11-14,00,14,09:30,10:50,00:00,1111X,SANTANDER,0.0,1012.0,1009.9,CANTABRIA,10.0,8.7,19.5,14.2,8.8,1.9
52.0,19.0,2012-11-15,09,24,06:30,14:50,00:20,1111X,SANTANDER,0.0,1010.6,1007.3,CANTABRIA,13.9,8.7,23.8,18.7,13.6,5.3
52.0,19.0,2012-11-16,10,24,03:30,10:30,19:50,1111X,SANTANDER,0.0,1007.5,1002.0,CANTABRIA,16.4,7.8,20.1,17.2,14.2,5.6
52.0,30.0,2012-11-17,24,Varias,23:40,04:20,23:59,1111X,SANTANDER,5.4,1002.3,999.4,CANTABRIA,18.9,0.4,17.4,15.4,13.4,3.6
52.0,32.0,2012-11-18,20,00,00:30,01:30,23:59,1111X,SANTANDER,0.8,1009.9,1002.3,CANTABRIA,17.5,0.1,13.9,11.7,9.5,6.1
52.0,14.0,2012-11-19,00,23,00:20,14:30,05:10,1111X,SANTANDER,0.0,1009.2,1006.8,CANTABRIA,5.8,8.1,15.5,11.9,8.3,2.2
52.0,19.0,2012-11-20,00,21,21:20,11:40,04:00,1111X,SANTANDER,1.0,1007.1,1001.5,CANTABRIA,18.3,2.4,19.1,15.8,12.6,6.7
52.0,26.0,2012-11-21,21,00,01:20,00:50,23:59,1111X,SANTANDER,0.0,1017.4,1001.7,CANTABRIA,21.1,6.2,17.0,13.4,9.7,7.8
52.0,26.0,2012-11-22,00,24,12:40,10:30,07:30,1111X,SANTANDER,0.0,1016.7,1009.9,CANTABRIA,11.4,7.4,13.8,10.4,6.9,4.2
52.0,20.0,2012-11-23,00,24,23:10,13:30,00:00,1111X,SANTANDER,0.0,1010.1,1004.5,CANTABRIA,17.5,2.3,17.9,15.8,13.7,7.5
52.0,19.0,2012-11-24,24,10,10:00,13:00,23:59,1111X,SANTANDER,0.0,1013.6,998.1,CANTABRIA,26.7,4.8,20.8,17.0,13.2,9.2
52.0,31.0,2012-11-25,02,22,00:30,12:30,23:00,1111X,SANTANDER,0.8,1013.8,1005.9,CANTABRIA,7.8,0.0,13.8,12.6,11.4,3.6
52.0,30.0,2012-11-26,10,Varias,14:30,10:40,23:59,1111X,SANTANDER,8.2,1007.2,1006.0,CANTABRIA,16.4,4.5,13.2,10.4,7.6,9.2
52.0,27.0,2012-11-27,00,15,10:20,15:10,18:50,1111X,SANTANDER,27.6,1006.0,1001.2,CANTABRIA,17.2,0.7,9.8,8.0,6.1,5.8
52.0,35.0,2012-11-28,24,05,10:30,12:10,21:10,1111X,SANTANDER,10.0,1007.8,1000.8,CANTABRIA,23.3,0.7,11.9,9.8,7.8,11.7
52.0,1.0,2012-11-29,09,24,05:00,10:30,23:59,1111X,SANTANDER,9.2,1009.9,1003.0,CANTABRIA,19.2,2.7,11.3,9.4,7.4,7.5
52.0,1.0,2012-11-29,09,24,05:00,10:30,23:59,1111X,SANTANDER,9.2,1009.9,1003.0,CANTABRIA,19.2,2.7,11.3,9.4,7.4,7.5
52.0,36.0,2012-11-30,Varias,05,23:10,13:20,05:10,1111X,SANTANDER,7.4,1006.9,1000.4,CANTABRIA,13.6,2.5,10.8,8.6,6.5,3.3
52.0,1.0,2012-12-01,24,00,06:40,00:40,05:30,1111X,SANTANDER,4.4,1017.1,1006.7,CANTABRIA,16.9,2.8,9.3,7.6,5.9,4.4
52.0,28.0,2012-12-02,Varias,Varias,18:10,23:10,04:10,1111X,SANTANDER,1.0,1020.1,1016.9,CANTABRIA,15.8,0.7,12.1,9.2,6.2,6.7
52.0,28.0,2012-12-03,08,23,23:10,14:20,07:40,1111X,SANTANDER,5.4,1021.3,1013.6,CANTABRIA,14.7,7.2,13.4,12.0,10.5,5.3
52.0,30.0,2012-12-04,11,24,21:40,02:00,15:40,1111X,SANTANDER,20.0,1016.3,1011.5,CANTABRIA,22.5,0.2,12.4,10.7,9.0,12.2
52.0,28.0,2012-12-05,22,06,00:10,11:50,12:40,1111X,SANTANDER,18.8,1014.5,1009.3,CANTABRIA,23.6,1.4,10.9,9.4,7.8,9.2
52.0,25.0,2012-12-06,00,24,00:00,12:20,07:30,1111X,SANTANDER,0.0,1014.6,1006.5,CANTABRIA,8.9,8.0,12.8,9.8,6.9,2.8
52.0,31.0,2012-12-07,24,04,21:20,04:30,23:59,1111X,SANTANDER,6.4,1015.7,1005.0,CANTABRIA,15.8,0.0,13.3,12.0,10.6,8.1
52.0,33.0,2012-12-08,22,00,01:50,12:00,23:59,1111X,SANTANDER,2.8,1022.9,1015.5,CANTABRIA,15.8,2.3,12.8,10.5,8.2,5.3
52.0,99.0,2012-12-09,00,24,Varias,12:50,Varias,1111X,SANTANDER,0.0,1022.7,1017.8,CANTABRIA,6.7,7.9,12.5,9.3,6.1,3.3
52.0,19.0,2012-12-10,00,15,07:20,12:10,02:00,1111X,SANTANDER,0.2,1017.8,1015.9,CANTABRIA,6.4,5.0,11.8,8.6,5.3,2.2
52.0,8.0,2012-12-11,11,24,17:50,13:10,23:30,1111X,SANTANDER,0.6,1017.1,1012.7,CANTABRIA,11.1,2.4,10.6,8.2,5.9,6.1
52.0,19.0,2012-12-12,00,23,21:50,15:10,07:30,1111X,SANTANDER,0.2,1012.7,1001.8,CANTABRIA,11.4,2.4,11.7,7.8,3.9,3.1
52.0,19.0,2012-12-13,Varias,24,10:30,Varias,03:40,1111X,SANTANDER,0.2,1002.4,993.3,CANTABRIA,15.0,0.0,15.6,12.4,9.2,7.2
52.0,20.0,2012-12-14,24,09,05:50,11:10,23:20,1111X,SANTANDER,12.2,997.7,987.8,CANTABRIA,21.1,0.1,18.2,14.8,11.5,6.9
52.0,21.0,2012-12-15,24,00,13:00,13:00,08:00,1111X,SANTANDER,0.0,1009.4,997.7,CANTABRIA,10.3,4.9,17.7,14.2,10.8,4.4
52.0,19.0,2012-12-16,24,15,08:10,12:00,Varias,1111X,SANTANDER,1.8,1011.2,1005.2,CANTABRIA,12.2,2.9,15.9,13.4,10.8,5.0
52.0,30.0,2012-12-17,22,00,09:50,14:00,23:50,1111X,SANTANDER,1.0,1016.5,1011.1,CANTABRIA,19.2,2.4,14.0,12.4,10.7,3.6
52.0,16.0,2012-12-18,00,14,19:20,13:00,04:50,1111X,SANTANDER,1.8,1016.0,1011.6,CANTABRIA,6.1,0.6,14.1,11.7,9.3,2.8
52.0,20.0,2012-12-19,00,24,23:59,14:00,07:30,1111X,SANTANDER,1.0,1011.8,1002.3,CANTABRIA,13.9,0.9,17.6,15.0,12.3,3.9
52.0,30.0,2012-12-20,18,03,04:50,Varias,07:00,1111X,SANTANDER,0.4,1010.2,1000.9,CANTABRIA,18.1,3.6,16.6,14.4,12.2,2.8
52.0,29.0,2012-12-21,20,04,08:30,07:30,00:40,1111X,SANTANDER,0.2,1016.0,1002.0,CANTABRIA,23.9,1.7,15.2,13.6,12.0,6.1
52.0,20.0,2012-12-22,00,17,22:30,14:50,00:00,1111X,SANTANDER,0.0,1015.1,1011.4,CANTABRIA,14.4,6.8,20.0,16.6,13.1,5.0
52.0,19.0,2012-12-23,00,24,23:50,13:20,19:10,1111X,SANTANDER,0.0,1012.1,1004.4,CANTABRIA,17.8,8.1,23.8,18.4,13.1,4.7
52.0,99.0,2012-12-24,00,18,Varias,18:30,23:59,1111X,SANTANDER,0.0,1004.4,998.1,CANTABRIA,21.9,2.2,19.5,15.8,12.0,10.8
52.0,32.0,2012-12-25,24,Varias,19:00,13:10,02:30,1111X,SANTANDER,0.0,1015.0,1003.5,CANTABRIA,13.9,3.9,14.5,12.8,11.2,4.4
52.0,28.0,2012-12-26,11,00,01:10,12:30,07:50,1111X,SANTANDER,0.0,1020.3,1015.0,CANTABRIA,13.3,7.9,14.2,12.0,9.8,4.7
52.0,26.0,2012-12-27,Varias,05,11:50,11:20,00:30,1111X,SANTANDER,0.0,1025.9,1017.9,CANTABRIA,15.6,6.1,16.6,14.0,11.3,6.4
52.0,20.0,2012-12-28,00,24,23:30,23:59,05:50,1111X,SANTANDER,0.0,1025.6,1012.1,CANTABRIA,14.2,8.3,15.9,13.0,10.1,2.8
52.0,18.0,2012-12-29,24,07,05:10,00:10,23:00,1111X,SANTANDER,0.2,1019.2,1007.0,CANTABRIA,19.4,0.9,16.0,12.9,9.8,6.4
52.0,18.0,2012-12-29,24,07,05:10,00:10,23:00,1111X,SANTANDER,0.2,1019.2,1007.0,CANTABRIA,19.4,0.9,16.0,12.9,9.8,6.4
52.0,20.0,2012-12-30,12,00,21:30,12:30,00:00,1111X,SANTANDER,0.0,1024.0,1019.2,CANTABRIA,8.6,4.1,14.0,12.0,10.0,3.6
52.0,20.0,2012-12-31,00,Varias,16:20,12:40,03:10,1111X,SANTANDER,2.8,1020.0,1005.2,CANTABRIA,18.3,3.8,16.1,13.4,10.6,7.8
52.0,29.0,2013-01-01,24,01,06:20,06:10,15:20,1111X,SANTANDER,6.2,1019.9,1008.0,CANTABRIA,18.1,0.5,12.3,11.6,10.8,8.3
52.0,34.0,2013-01-02,24,00,05:00,12:00,23:59,1111X,SANTANDER,0.6,1029.2,1019.6,CANTABRIA,12.8,1.2,12.3,11.0,9.7,5.6
52.0,8.0,2013-01-03,Varias,00,20:00,11:00,08:00,1111X,SANTANDER,0.0,1031.7,1029.2,CANTABRIA,13.9,8.4,13.0,10.9,8.8,6.4
